id,author,title,signatur,regal,fach,zustand,status_digitalisierung,cover_local,cover_online,year,language,isbn,publisher,description
358,Kirsten Boie,"King-Kong, die Reise nach Taka-Tuka-Land",,,,,,,,1985,de,978-3-8032-0631,Oetinger,"King-Kong, ein Schwein auf geheimer Mission. Susanna hat Junge gekriegt. Mehrere auf einmal. Das ist bei Meerschweinchen nichts Besonderes. Eins von ihnen gehört jetzt Jan-Arne. Nett, dass Frieder es ihm geschenkt hat. Einfach so. Es fühlt sich warm und weich an, und wenn man es in die Hand nimmt, fiept es ganz leise. Frieder sagt, dass es ein Weibchen ist, aber Jan-Arne gibt ihm den Namen King-Kong. Schließlich soll es mal groß und stark und wild werden."
336,Knister,Hexe Lilli - Abenteuer in der Wildnis,,,,,,,,1985,de,978-3-8032-0609,Arena,
335,Knister,Hexe Lilli und der kleine Drache,,,,,,,,1985,de,978-3-8032-0608,Arena,"Wie lernen Kinder lesen? Warum ist Lesen lernen so schwer? Wie können Eltern und Erzieher sie dabei unterstützen? Kinder eignen sich bereits vor dem Schulbeginn wichtige Fähigkeiten an, die sie für das Lesen lernen brauchen. Bilderbücher und Geschichten zum Vorlesen bereiten sie auf eigene Erstlesebücher vor. Aber was macht ein gutes Buch aus? Der Text, die Bilder, die Geschichte, die Schrift, der Zeilenabstand? Was passiert im Kopf, wenn wir lesen? Wieso lernen Kinder unterschiedlich schnell, warum verdrehen sie Buchstaben, und wieso fällt es ihnen schwer, zu erkennen, wo ein Wort aufhört, wo ein neuer Satz anfängt? Dieser Ratgeber verdeutlicht, wie wichtig Erstlesebücher für Leseanfänger sind. Vor allem aber geben die Autoren Tipps, wie man Kindern in dieser wichtigen Phase helfen kann."
52,Karl May,"Gesammelte Werke. Karl May (Über 325 Titel): Winnetou, Durch die Wüste, Unter Geiern",2,,,gut,Online verifiziert,thumbnails/book_52.jpg,http://books.google.com/books/content?id=HoAIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2020,de,,Strelbytskyy Multimedia Publishing,"Karl May war einer der produktivsten Autoren von Abenteuerromanen. Er ist einer der meistgelesenen Schriftsteller deutscher Sprache. Die weltweite Auflage seiner Werke wird auf 200 Millionen geschätzt, davon 100 Millionen in Deutschland. Seit Generationen ist Karl May als Schöpfer unvergänglicher Abenteuerhelden wie Winnetou, Old Shatterhand, Hadschi Halef Omar und Kara Ben Nemsi der beliebteste und meistgelesene deutsche Schriftsteller. Bekannt wurde er vor allem durch seine sogenannten Reiseerzählungen, die vorwiegend im Orient, in den Vereinigten Staaten und im Mexiko des 19. Jahrhunderts angesiedelt sind. Besondere Berühmtheit erlangten die in drei Bänden zusammengefassten Geschichten um den Indianer Winnetou. Viele seiner Werke wurden verfilmt, für die Bühne adaptiert, zu Hörspielen verarbeitet oder als Comics umgesetzt."
53,Karl May (Schriftsteller),Im Lande des Mahdi,4,,,gut,Online verifiziert,thumbnails/book_53.jpg,,1979,de,,epubli,"""Im Lande des Mahdi III"" ist eine Reiseerzählung von Karl May, publiziert 1896. Karl Friedrich May (* 25. Februar 1842 in Ernstthal; † 30. März 1912 in Radebeul; eigentlich Carl Friedrich May) war ein deutscher Schriftsteller. Karl May war einer der produktivsten Autoren von Abenteuerromanen. Er ist einer der meistgelesenen Schriftsteller deutscher Sprache und laut UNESCO einer der am häufigsten übersetzten deutschen Schriftsteller. Die weltweite Auflage seiner Werke wird auf 200 Millionen geschätzt, davon 100 Millionen in Deutschland. Bekannt wurde er vor allem durch seine sogenannten Reiseerzählungen, die vorwiegend im Orient, in den Vereinigten Staaten und im Mexiko des 19. Jahrhunderts angesiedelt sind. Besondere Berühmtheit erlangten die in drei Bänden zusammengefassten Geschichten um den Indianer Winnetou. Viele seiner Werke wurden verfilmt, für die Bühne adaptiert, zu Hörspielen verarbeitet oder als Comics umgesetzt."
655,E. Grisebach,Albert Schweitzer: Ein Leben,B 1,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_655.jpg,https://books.google.com/books/content?id=NdFP9AeyznkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0928,C.H. Beck,"Wie in den bereits erschienenen Bänden der Geschichte der Philosophie stellt auch dieser Band nicht nur die wichtigsten Gedanken der jeweiligen Philosophen vor, sondern geht außerdem ausführlich auf die von ihnen erörterten Probleme ein und berücksichtigt dabei auch die in der Sekundärliteratur vertretenen Auffassungen."
664,Erich Kästner,Als ich ein kleiner Junge war,B 10,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_664.jpg,https://covers.openlibrary.org/b/id/13068590-L.jpg,1985,de,978-3-8032-0937,Atrium,"""In diesem Buch will ich Kindern einiges aus meiner Kindheit erzählen. Nur einiges, nicht alles. Sonst würde es eines der dicken Bücher, die ich nicht mag, schwer wie ein Ziegelstein, und mein Schreibtisch ist schließlich keine Ziegelei."" Erich Kästner hält, was er verspricht: Er erzählt von alltäglichen, lustigen, aber auch nachdenklich stimmenden Erlebnissen aus seiner Zeit als Großstadtjunge."
702,Diverse Autoren,Die Kirche und ihre Liturgie (Forts.),B 100,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_702.jpg,https://books.google.com/books/content?id=BirxAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1027,Diverse,... diverse forms of ritual speech are systematically ignored and only certain ... Autoren auseinandersetzt . Von seiten der Theologie entwickelt sich erst nach ... die Kirche mit literarisch - sprachlichen Mitteln ihre religiö- se&nbsp;...
703,Diverse Autoren,Die Kirche und ihre Lieder (Forts.),B 101,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_703.jpg,https://books.google.com/books/content?id=qr0zAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1028,Diverse,"... Fort ) für 4 Solost . , gemCh . und 10 Instr . ( 1970 ) Drei Lieder ... ( diverse Autoren ) für Singstimme und Kl . Geistliche Kantate ( Römerbrief 11 ... Kirche San Paolo sowie eine geistliche Kantate ( La sposa de &#39; sacri cantici )&nbsp;..."
704,Diverse Autoren,Die Kirche und ihre Musik (Forts.),B 102,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_704.jpg,https://books.google.com/books/content?id=qr0zAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1029,Diverse,"... Fort ) für 4 Solost . , gemCh . und 10 Instr . ( 1970 ) Drei Lieder ... ( diverse Autoren ) für Singstimme und Kl . Geistliche Kantate ( Römerbrief 11 ... Kirche San Paolo sowie eine geistliche Kantate ( La sposa de &#39; sacri cantici )&nbsp;..."
705,Diverse Autoren,Die Kirche und ihre Kunst (Forts.),B 103,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_705.jpg,https://books.google.com/books/content?id=UAPR-ZdKDJUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1030,Diverse,"... Kirche . Erst beim zweiten Termine unter dem Schätzungswerthe . Neuestes ... Autoren , wie Jensen , Wichert u . a . m . , interessante und 2. Jänner d ... Kunst in Deutschland ge wurde verhaftet , weil sie am 2. d . M. einen von&nbsp;..."
706,Diverse Autoren,Die Kirche und ihre Architektur (Forts.),B 104,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_706.jpg,https://books.google.com/books/content?id=A4lIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1031,Diverse,"Leben und Wirken des weit über Deutschland hinaus bekannten Kunstgewerblers und Architekten Peter Behrens (1868-1940) in der Zeit der NS-Diktatur liegen nach wie vor im Dunkeln. Behauptet wurden immer wieder die vermeintliche Anbiederung und Kooperation mit den NS-Mächtigen - allen voran dem ""Generalbauinspektor für die Reichshauptstadt Berlin"" Albert Speer und damit mittelbar auch Hitler selbst. Damit einher geht die These, Behrens' klassizistische Architektur aus der Zeit vor dem Ersten Weltkrieg sei ""präfaschistisch"", ja, Speer und der sogenannte NS-Klassizismus knüpf"
707,Diverse Autoren,Die Kirche und ihre Bilder (Forts.),B 105,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_707.jpg,https://books.google.com/books/content?id=J04IlM6hlqsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1032,Diverse,"... ihr andere Autoren eher ab, da das parallele Hantieren mit den Bil- dern die Konzentration der Schüler behindert und Störungen provoziert.331 Insgesamt stehen Flanellbilder in einer dienenden, veranschaulichenden Funktion, wie auch Ur&nbsp;..."
708,Diverse Autoren,Die Kirche und ihre Symbole (Forts.),B 106,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_708.jpg,https://books.google.com/books/content?id=fiTtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1033,Diverse,"Kinderlosigkeit ist kein biologisches Schicksal, sondern sozial und kulturell geprägt, argumentiert Regina Toepfer. Anknüpfend an aktuelle Diskussionen über Samenspende, Adoption, Kinderfreiheit und bereute Mutterschaft untersucht sie, wie im Mittelalter über Fruchtbarkeit und Unfruchtbarkeit gesprochen wurde. In der Theologie, der Medizin und im Recht, aber auch in der Erzählliteratur zeichnen sich auffällige Unterschiede ab: Für die einen ist Kinderlosigkeit ein großes Problem, für die anderen ein hohes Ideal. Das Buch fragt nach den Gründen für diese Wertungen und nach historischen Veränderungen. Offengelegt werden so verschiedene Erzählmuster, die Geschichten der Kinderlosigkeit bis in die Gegenwart prägen: Das Spektrum reicht vom spät erfüllten Kinderwunsch dank göttlicher oder …"
709,Diverse Autoren,Die Kirche und ihre Sakramente (Forts.),B 107,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_709.jpg,https://books.google.com/books/content?id=HJxoAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1034,Diverse,"Skript aus dem Jahr 2008 im Fachbereich Theologie - Systematische Theologie, Technische Universität Dresden (Institut für Katholische Theologie), Veranstaltung: Vorlesungen im Rahmen eines Seminars, Sprache: Deutsch, Abstract: Eine verständlich geschriebene Einführung in die Allgemeine Sakramentenlehre der Katholischen Kirche. Erklärung der Grundbegriffe: sacramentum, materia und forma, Wirkung, Zahl und Ordnung, Spender und Empfänger der Sakramente, gefolgt von einer kurzen Darstellung der Sakramentenlehre bei Luther, Calvin und Zwingli. Zahlreiche Quellentexte und Zitate aus den Werken der Kirchenlehrer und Kirchenväter. Gedacht für alle, die theoretisch und praktisch ihr sakramentales Leben vertiefen möchten. Dient als Einleitung zu meiner speziellen Sakramentenlehre, in welcher (1) …"
710,Diverse Autoren,Die Kirche und ihre Feste (Forts.),B 108,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_710.jpg,https://books.google.com/books/content?id=GJ2iCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1035,Diverse,"Charles Dickens, E. T. A. Hoffmann, Diverse Autoren . Ihr hättet sehen sollen , was für einen Blick Tackleton auf ihn warf und wie er plötzlich zurückprallte ! &quot; &quot; ,, Es tut mir leid , Sir , &quot; fuhr Edward fort , und hielt Marias linke&nbsp;..."
711,Diverse Autoren,Die Kirche und ihre Feiern (Forts.),B 109,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_711.jpg,https://books.google.com/books/content?id=GJ2iCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1036,Diverse,"Charles Dickens, E. T. A. Hoffmann, Diverse Autoren . Ihr hättet sehen sollen , was für einen Blick Tackleton auf ihn warf und wie er plötzlich zurückprallte ! &quot; &quot; ,, Es tut mir leid , Sir , &quot; fuhr Edward fort , und hielt Marias linke&nbsp;..."
665,Diverse Autoren,Mein Leben,B 11,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_665.jpg,https://books.google.com/books/content?id=z5CTBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-0938,Diverse,"Was ist ein gutes Leben? Und vor allem: Wo und auf welche Weise lässt es sich gut leben? Diese Fragen untersucht Julia Rössel am Beispiel von Zugezogenen in der Uckermark. Sie beschreibt deren Weg zum guten Leben – vom Wunsch nach Veränderung bis zum dortigen Alltagsleben und dessen Reflexion. Durch eine enge Verzahnung von theoretischer und empirischer Arbeit entwickelt sie ein Konzept zur Produktion von Räumen des guten Lebens und eröffnet interessante Perspektiven für die Entwicklung peripherer Regionen. Darüber hinaus bietet die Studie einen empirischen Zugang zu Lefebvres Produktion von Raum, der auf der Ebene des Individuums ansetzt und gleichzeitig gesellschaftliche Aspekte nicht aus dem Blick verliert."
712,Diverse Autoren,Die Kirche und ihre Liturgie (Forts. 2),B 110,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_712.jpg,https://books.google.com/books/content?id=oYl3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1037,Diverse,"Aus Anlass des 50-jährigen Jubiläums der Liturgiekonstitution des II. Vatikanischen Konzils hat der Würzburger Liturgiewissenschaftler Martin Stuflesser hochkarätige Autoren versammelt, um die Rezeption der Liturgiereform sowie Perspektiven für die Zukunft zu reflektieren. Kardinal Friedrich Wetter bedenkt den Zusammenhang von Liturgiereform und Kirchenreform. Erzbischof Piero Marini, ehemaliger päpstlicher Zeremonienmeister, widmet sich dem Thema ""Die Liturgiekonstitution des Zweiten Vatikanischen Konzils und die Papstliturgie unter Johannes Paul II."", und Kardinal Gerhard Ludwig Müller präsentiert die erneuerte Liturgie als wirksames Mittel gegen eine Kultur ohne Gott. Ihre Beiträge werden von namhaften Liturgiewissenschaftlern - Rupert Berger, Winfried Haunerland und Nicole Stockhoff - …"
713,Diverse Autoren,Die Kirche und ihre Lieder (Forts. 2),B 111,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_713.jpg,https://books.google.com/books/content?id=qr0zAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1038,Diverse,"... Lieder ( diverse Autoren ) für Singstimme und Kl . Geistliche Kantate ( Römerbrief 11,33 / 36 ) für S , Va . und Orgel , Ms. Sechs geistliche Lieder ( diverse Autoren ) für Singstimme , Orgel und V. ad lib . ( für den liturgischen&nbsp;..."
714,Diverse Autoren,Die Kirche und ihre Musik (Forts. 2),B 112,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_714.jpg,https://books.google.com/books/content?id=qr0zAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1039,Diverse,"... 2 gemCh . und gr.Orch . ( 1991 ) , Ms. Lob der Gottheit ( nach Karl Wilhelm ... ( diverse Autoren ) für Singstimme und Kl . Geistliche Kantate ( Römerbrief 11 ... Kirche San Paolo sowie eine geistliche Kantate ( La sposa de &#39; sacri&nbsp;..."
715,Diverse Autoren,Die Kirche und ihre Kunst (Forts. 2),B 113,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_715.jpg,https://books.google.com/books/content?id=vj1QAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1040,Diverse,"... 2 , 4 , 5 , 6. Ven . apud . Octavium Petruvium ( Petruccium ) . Ohne Angabe der Jahreszahl . Ob und wo dieses Werk ... diverse , Calate a la Spagnola , Calate a la Italiana . Tastar de corde con li soi recercar drietro . ( sic&nbsp;..."
716,Diverse Autoren,Die Kirche und ihre Architektur (Forts. 2),B 114,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_716.jpg,https://books.google.com/books/content?id=fsIbAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-1041,Diverse,"... 2 Hlwdbd . Paderh . 1841. 2 fl . 20 kr . Ockley , d . Geschichte d . Saracenen a . d . glaubwürdigst . arab . Autoren ... Kirche , v . Braun . 13 Ldbde . Augsbg . 1789. 6 fl . Schwetschke , Codex ... diverse Bl . in Folio . 1 fl&nbsp;..."
717,Diverse Autoren,Die Kirche und ihre Bilder (Forts. 2),B 115,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_717.jpg,https://books.google.com/books/content?id=x_7GP5Xhu2wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1042,Diverse,"... 2 feuilles du tome V manquent . 70 . 13a ASHER&#39;S COLLECTION of English Au- thors , british and americain . Bände anerkannter Autoren . Ladenpreis Fr. 200 . 100 diverse ... Münsterkirche und ihrer Merkwürdigkeiten in Basel . Deut- scher u ."
718,Diverse Autoren,Die Kirche und ihre Symbole (Forts. 2),B 116,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_718.jpg,https://books.google.com/books/content?id=fiTtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1043,Diverse,"Kinderlosigkeit ist kein biologisches Schicksal, sondern sozial und kulturell geprägt, argumentiert Regina Toepfer. Anknüpfend an aktuelle Diskussionen über Samenspende, Adoption, Kinderfreiheit und bereute Mutterschaft untersucht sie, wie im Mittelalter über Fruchtbarkeit und Unfruchtbarkeit gesprochen wurde. In der Theologie, der Medizin und im Recht, aber auch in der Erzählliteratur zeichnen sich auffällige Unterschiede ab: Für die einen ist Kinderlosigkeit ein großes Problem, für die anderen ein hohes Ideal. Das Buch fragt nach den Gründen für diese Wertungen und nach historischen Veränderungen. Offengelegt werden so verschiedene Erzählmuster, die Geschichten der Kinderlosigkeit bis in die Gegenwart prägen: Das Spektrum reicht vom spät erfüllten Kinderwunsch dank göttlicher oder …"
719,Diverse Autoren,Die Kirche und ihre Sakramente (Forts. 2),B 117,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_719.jpg,https://books.google.com/books/content?id=cMvmDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1044,Diverse,"Studienarbeit aus dem Jahr 2013 im Fachbereich Theologie - Vergleichende Religionswissenschaft, Note: 1,5, Universität Kassel, Veranstaltung: Kirche, Reformation und Ökumene, Sprache: Deutsch, Abstract: Sakramente sind heute immer noch Elemente, welche die römisch-katholische und evangelisch-lutherische Kirche voneinander trennen. Beide Kirchen beziehen sich auf die Wichtigkeit der entsprechenden eigenen Sakramente, die uns in die Gemeinschaft zu Gott, Jesus Christus und den Heiligen Geist stellen. Die unterschiedliche Behandlung von Sakramenten wird unter anderem bereits durch die unterschiedliche Anzahl der Sakramente beider Kirchen sichtbar. Die römisch-katholische Kirche hat sieben und die evangelisch-lutherische Kirche lediglich zwei Sakramente. In der folgenden Arbeit soll dieser …"
720,Diverse Autoren,Die Kirche und ihre Feste (Forts. 2),B 118,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_720.jpg,https://books.google.com/books/content?id=XfPNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1045,Diverse,"In der Bibel redet Gott zum Menschen, im Kirchengesang antwortet der Mensch Gott, sagte Nikolaus von Zinzendorf. Kirchenlieder, geistliche Lieder oder geistliche Gedichte in deutscher Sprache haben seit der Reformation Martin Luthers einen bemerkenswerten Aufschwung genommen, der in Form des sog. Neuen geistlichen Lieds in den 60er Jahren des 20. Jahrhunderts eine neue Form der Gottesverehrung gefunden hat. Im vorliegenden Autorenlexikon, das den Zeitraum von der Reformation bis zum frühen 20. Jahrhundert umfasst, sind die Biographien von über 4.500 Lyrikern verzeichnet, deren Leben zum Teil gut erforscht ist oder von denen wir nur den Namen und manchmal nicht einmal diesen kennen. Sie alle haben an dem großen Werk der geistlichen Lyrik mitgewirkt und können jetzt hier wieder oder erstmals …"
721,Diverse Autoren,Die Kirche und ihre Feiern (Forts. 2),B 119,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_721.jpg,https://books.google.com/books/content?id=XfPNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,de,978-3-8032-1046,Diverse,"In der Bibel redet Gott zum Menschen, im Kirchengesang antwortet der Mensch Gott, sagte Nikolaus von Zinzendorf. Kirchenlieder, geistliche Lieder oder geistliche Gedichte in deutscher Sprache haben seit der Reformation Martin Luthers einen bemerkenswerten Aufschwung genommen, der in Form des sog. Neuen geistlichen Lieds in den 60er Jahren des 20. Jahrhunderts eine neue Form der Gottesverehrung gefunden hat. Im vorliegenden Autorenlexikon, das den Zeitraum von der Reformation bis zum frühen 20. Jahrhundert umfasst, sind die Biographien von über 4.500 Lyrikern verzeichnet, deren Leben zum Teil gut erforscht ist oder von denen wir nur den Namen und manchmal nicht einmal diesen kennen. Sie alle haben an dem großen Werk der geistlichen Lyrik mitgewirkt und können jetzt hier wieder oder erstmals …"
666,Diverse Autoren,Die Memoiren,B 12,Regal B,,Vorhanden,Gemini-Import,thumbnails/book_666.jpg,https://books.google.com/books/content?id=jcIbAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,de,978-3-8032-0939,Diverse,"... diverse Riefenstahl - Autoren übernommen . Riess : Das gab&#39;s nur einmal , S. 453 ; Gunston : Leni Riefenstahl , S. 12 .; Hinton : Films , S. 15 ; Andrew L. Mannheim : Leni . Modern Photography , February 1974 , S. 88-95 , S. 112–119&nbsp;..."
